Sourcekey,MCRFPUS2,MCRFPP12,MCRFPFL2,MCRFPNY2,MCRFPPA2,MCRFPVA2,MCRFPWV2,MCRFPP22,MCRFPIL2,MCRFPIN2,MCRFPKS2,MCRFPKY2,MCRFP_SMI_2,MCRFPMO2,MCRFPNE2,MCRFPND2,MCRFPOH2,MCRFPOK2,MCRFPSD2,MCRFPTN2,MCRFPP32,MCRFPAL2,MCRFPAR2,MCRFPLA2,MCRFPMS2,MCRFPNM2,MCRFPTX2,MCRFP3FM2,MCRFPP42,MCRFPCO2,M_EPC0_FPF_SID_MBBLD,MCRFPMT2,MCRFPUT2,MCRFPWY2,MCRFPP52,MCRFPAK2,MCRFPAKS2,MANFPAK2,MCRFPAZ2,MCRFPCA2,MCRFPNV2,MCRFP5F2,
Date,U.S. Field Production of Crude Oil (Thousand Barrels per Day),East Coast (PADD 1) Field Production of Crude Oil (Thousand Barrels per Day),Florida Field Production of Crude Oil (Thousand Barrels per Day),New York Field Production of Crude Oil (Thousand Barrels per Day),Pennsylvania Field Production of Crude Oil (Thousand Barrels per Day),Virginia Field Production of Crude Oil (Thousand Barrels per Day),West Virginia Field Production of Crude Oil (Thousand Barrels per Day),Midwest (PADD 2) Field Production of Crude Oil (Thousand Barrels per Day),Illinois Field Production of Crude Oil (Thousand Barrels per Day),Indiana Field Production of Crude Oil (Thousand Barrels per Day),Kansas Field Production of Crude Oil (Thousand Barrels per Day),Kentucky Field Production of Crude Oil (Thousand Barrels per Day),Michigan Field Production of Crude Oil (Thousand Barrels per Day),Missouri Field Production of Crude Oil (Thousand Barrels per Day),Nebraska Field Production of Crude Oil (Thousand Barrels per Day),North Dakota Field Production of Crude Oil (Thousand Barrels per Day),Ohio Field Production of Crude Oil (Thousand Barrels per Day),Oklahoma Field Production of Crude Oil (Thousand Barrels per Day),South Dakota Field Production of Crude Oil (Thousand Barrels per Day),Tennessee Field Production of Crude Oil (Thousand Barrels per Day),Gulf Coast (PADD 3) Field Production of Crude Oil (Thousand Barrels per Day),Alabama Field Production of Crude Oil (Thousand Barrels per Day),Arkansas Field Production of Crude Oil (Thousand Barrels per Day),Louisiana Field Production of Crude Oil (Thousand Barrels per Day),Mississippi Field Production of Crude Oil (Thousand Barrels per Day),New Mexico Field Production of Crude Oil (Thousand Barrels per Day),Texas Field Production of Crude Oil (Thousand Barrels per Day),Federal Offshore--Gulf of Mexico Field Production of Crude Oil (Thousand Barrels per Day),Rocky Mountain (PADD 4) Field Production of Crude Oil (Thousand Barrels per Day),Colorado Field Production of Crude Oil (Thousand Barrels per Day),Idaho Field Production of Crude Oil (Thousand Barrels per Day),Montana Field Production of Crude Oil (Thousand Barrels per Day),Utah Field Production of Crude Oil (Thousand Barrels per Day),Wyoming Field Production of Crude Oil (Thousand Barrels per Day),West Coast (PADD 5) Field Production of Crude Oil (Thousand Barrels per Day),Alaska Field Production of Crude Oil (Thousand Barrels per Day),Alaska South Field Production of Crude Oil (Thousand Barrels per Day),Alaska North Slope Crude Oil Production (Thousand Barrels per Day),Arizona Field Production of Crude Oil (Thousand Barrels per Day),California Field Production of Crude Oil (Thousand Barrels per Day),Nevada Field Production of Crude Oil (Thousand Barrels per Day),Federal Offshore PADD 5 Field Production of Crude Oil (Thousand Barrels per Day),
Jan-1989,7937,36,21,1,7,0,7,811,60,10,157,15,64,0,18,103,32,346,4,2,3588,56,33,442,75,198,1959,825,534,88,,59,82,305,2969,1958,43,1914,0,917,9,85,
Feb-1989,7788,35,20,1,7,0,6,750,54,9,147,13,61,0,17,101,29,313,4,2,3507,55,32,423,74,191,1911,821,517,85,,57,80,296,2979,1962,43,1919,0,919,9,88,
Mar-1989,7575,36,20,1,8,0,7,795,57,10,160,15,60,0,17,102,31,338,4,2,3516,56,32,426,74,193,1929,806,528,86,,58,80,303,2700,1686,44,1642,0,917,9,89,
Apr-1989,7772,35,20,1,7,0,6,790,55,9,157,21,60,0,18,100,29,337,4,2,3517,57,32,431,76,189,1924,809,524,87,,59,77,301,2906,1890,43,1847,0,916,8,90,
May-1989,7816,37,21,2,8,0,6,779,57,10,156,15,59,0,17,100,29,329,4,1,3485,56,32,428,75,191,1906,798,525,86,,59,80,299,2992,1973,44,1930,0,914,9,95,
Jun-1989,7624,36,20,2,8,0,6,771,57,10,155,15,61,0,18,98,29,323,4,1,3439,56,31,425,78,186,1879,783,508,85,,59,69,296,2870,1861,40,1821,0,909,9,92,
Jul-1989,7444,33,19,1,6,0,6,756,56,9,150,14,58,0,17,101,25,318,4,1,3407,57,32,428,76,186,1871,758,511,82,,57,79,294,2736,1725,43,1682,0,908,9,94,
Aug-1989,7544,35,20,1,8,0,6,763,57,9,154,15,59,0,17,100,28,317,4,1,3370,56,32,412,77,185,1868,740,499,82,,57,78,281,2878,1870,42,1828,0,907,9,92,
Sep-1989,7548,36,21,1,7,0,6,754,57,9,149,14,58,0,17,99,27,318,4,1,3370,55,31,413,75,184,1857,755,512,81,,57,79,296,2877,1875,43,1832,0,897,10,94,
Oct-1989,7453,37,21,1,8,0,6,760,57,9,150,15,59,0,17,102,27,319,4,1,3275,48,28,403,76,187,1854,678,509,83,,56,78,291,2873,1877,37,1840,0,897,9,88,
Nov-1989,7536,34,20,1,7,0,6,755,57,9,151,14,56,0,16,103,27,315,5,1,3337,49,30,420,75,188,1864,711,503,83,,56,74,291,2908,1915,41,1874,0,895,9,88,
Dec-1989,7337,30,18,1,6,0,5,693,47,7,138,12,54,0,16,100,23,289,5,1,3214,50,27,390,71,181,1803,692,501,79,,54,78,289,2898,1904,41,1863,0,892,8,93,
Jan-1990,7546,35,19,1,8,0,6,785,60,9,154,15,57,0,16,101,32,336,5,2,3374,52,27,407,73,186,1873,755,505,83,,55,77,290,2847,1864,26,1838,0,881,10,91,
Feb-1990,7497,35,20,1,7,0,6,744,56,9,150,14,55,0,16,101,29,308,5,2,3401,52,34,413,73,186,1882,761,508,84,,56,80,289,2809,1834,31,1803,0,884,11,80,
Mar-1990,7433,31,16,1,7,0,6,745,56,8,150,14,55,0,16,101,30,308,5,1,3348,52,34,406,73,186,1858,740,508,85,,55,78,290,2801,1819,24,1795,0,886,10,86,
Apr-1990,7407,32,18,1,7,0,6,736,53,8,150,15,54,0,16,101,27,305,4,2,3354,52,29,402,76,183,1846,767,502,85,,54,76,286,2783,1802,13,1789,0,884,11,85,
May-1990,7328,31,17,1,7,0,6,737,53,8,150,14,55,0,16,101,26,309,4,1,3310,52,29,405,73,183,1840,727,506,86,,54,77,289,2744,1765,13,1752,0,881,11,86,
Jun-1990,7106,29,16,1,7,0,6,723,52,8,146,14,53,0,16,100,27,300,4,1,3280,49,28,400,74,180,1822,727,499,84,,53,76,286,2575,1612,28,1585,0,877,11,74,
Jul-1990,7173,27,15,1,7,0,5,727,57,5,150,14,53,0,16,99,23,303,4,1,3282,49,29,395,73,179,1826,730,488,83,,54,74,277,2649,1687,32,1654,0,870,11,82,
Aug-1990,7287,28,13,1,8,0,6,762,57,10,158,15,53,0,17,100,29,317,5,1,3316,49,27,403,76,182,1848,729,492,82,,54,74,281,2690,1727,35,1693,0,871,11,80,
Sep-1990,7224,27,13,1,7,0,6,732,54,8,151,15,52,0,17,101,27,301,5,1,3306,52,26,406,74,182,1851,716,492,84,,54,74,279,2667,1702,41,1660,0,871,11,83,
Oct-1990,7542,28,13,1,7,0,6,763,55,9,162,17,54,0,16,101,28,315,5,1,3388,52,26,407,74,188,1897,745,498,84,,54,74,286,2864,1884,42,1843,0,887,12,81,
Nov-1990,7387,27,14,1,7,0,6,756,56,9,157,17,54,0,16,102,27,313,5,1,3378,47,27,406,75,189,1900,735,500,84,,55,75,286,2726,1746,41,1705,0,887,12,81,
Dec-1990,7338,28,15,1,7,0,5,688,47,7,145,14,53,0,15,100,24,277,5,1,3345,51,26,402,76,185,1865,740,479,78,,52,72,276,2797,1838,41,1796,0,871,11,77,
Jan-1991,7500,27,13,1,7,0,6,721,50,7,153,14,53,0,16,101,24,297,5,1,3451,53,29,405,75,195,1917,777,491,84,,54,73,281,2809,1848,41,1807,0,875,11,75,
Feb-1991,7637,27,13,1,8,0,6,757,51,9,168,15,54,0,16,102,28,309,5,1,3477,53,30,420,70,198,1931,776,496,86,,55,74,281,2878,1908,40,1867,0,883,11,76,
Mar-1991,7546,25,12,1,6,0,5,739,54,8,161,13,50,0,16,101,24,307,5,1,3455,52,30,403,74,196,1913,787,493,86,,55,73,279,2834,1887,42,1845,0,877,11,58,
Apr-1991,7509,28,14,1,7,0,6,747,46,9,164,18,51,0,16,101,27,310,5,1,3478,50,27,411,77,198,1905,811,494,87,,55,74,278,2762,1798,43,1755,0,880,11,73,
May-1991,7409,26,12,1,7,0,6,738,55,8,161,13,49,0,16,101,26,303,4,1,3433,48,27,403,75,194,1887,797,480,88,,54,66,272,2732,1771,45,1725,0,879,10,72,
Jun-1991,7320,19,6,1,7,0,5,720,52,8,155,15,47,0,16,100,24,297,5,1,3381,50,27,400,76,190,1844,793,479,88,,53,67,271,2721,1757,43,1714,0,879,9,76,
Jul-1991,7347,24,11,1,7,0,5,732,56,9,158,16,48,0,16,99,25,297,5,1,3362,51,27,393,77,187,1841,786,477,85,,54,68,271,2752,1775,41,1734,0,874,8,93,
Aug-1991,7316,25,12,1,7,0,5,719,54,8,156,15,47,0,16,98,25,293,5,1,3378,52,28,404,75,190,1849,780,479,85,,53,66,274,2715,1731,41,1690,0,879,8,96,
Sep-1991,7368,27,14,1,7,0,5,700,53,8,152,15,45,0,16,94,25,286,4,1,3403,47,27,408,73,189,1843,815,475,85,,53,67,269,2762,1787,41,1745,0,874,9,93,
Oct-1991,7437,31,16,1,7,0,6,703,54,8,152,10,45,0,16,94,26,290,4,1,3408,47,29,391,72,193,1844,832,465,85,,53,60,267,2831,1843,43,1800,0,872,8,108,
Nov-1991,7328,28,16,1,6,0,5,693,50,8,146,19,44,0,16,94,24,285,5,1,3385,54,29,397,72,192,1847,795,467,85,,53,60,269,2755,1765,42,1723,0,870,7,112,
Dec-1991,7299,28,16,1,6,0,5,689,51,8,147,16,44,0,16,94,24,282,4,1,3419,55,29,402,74,193,1824,843,471,88,,52,58,273,2692,1718,42,1676,0,862,8,103,
Jan-1992,7361,29,16,1,7,0,5,698,52,8,156,15,45,0,16,93,25,283,4,1,3426,54,29,401,71,190,1817,863,462,83,,52,54,274,2746,1789,43,1746,0,848,8,101,
Feb-1992,7389,27,15,1,6,0,6,695,53,8,149,15,46,0,16,93,25,284,4,2,3421,53,30,402,70,197,1812,858,472,84,,51,66,272,2772,1808,43,1765,0,843,8,112,
Mar-1992,7348,27,14,1,7,0,6,696,52,9,151,11,44,0,15,92,26,289,4,1,3413,52,28,398,68,195,1814,858,468,82,,52,65,269,2744,1785,43,1742,0,844,8,107,
Apr-1992,7293,28,14,1,6,0,6,708,53,8,153,19,43,0,16,91,27,290,4,2,3383,53,29,398,69,194,1802,838,466,85,,51,62,268,2708,1741,42,1699,0,842,9,116,
May-1992,7169,26,15,1,6,0,5,674,51,8,146,14,43,0,15,91,24,275,4,1,3350,50,26,394,69,193,1773,843,466,83,,51,64,268,2653,1682,39,1643,0,843,10,118,
Jun-1992,7167,28,15,1,6,0,5,686,54,9,149,15,43,0,15,90,26,280,4,2,3334,52,26,395,71,192,1755,844,460,82,,50,63,265,2659,1703,42,1661,0,839,10,106,
Jul-1992,7131,26,13,1,6,0,6,678,53,8,146,15,43,0,15,89,24,278,4,1,3335,51,26,395,69,190,1758,846,459,80,,50,63,266,2632,1655,40,1614,0,836,10,131,
Aug-1992,6922,27,15,1,6,0,6,670,52,8,141,16,42,0,14,89,24,277,4,1,3182,51,29,357,69,190,1765,721,454,79,,51,62,262,2589,1635,41,1594,0,828,10,115,
Sep-1992,7030,28,15,1,5,0,6,673,54,8,145,16,42,0,15,89,25,273,4,1,3214,50,29,375,68,189,1764,739,456,82,,51,63,261,2659,1700,41,1659,0,828,11,120,
Oct-1992,7126,28,15,1,5,0,6,666,52,8,143,15,42,0,15,88,26,273,4,1,3325,52,29,406,68,188,1769,813,451,82,,50,61,257,2656,1696,42,1654,0,826,12,121,
Nov-1992,7024,27,15,1,5,0,5,632,54,8,135,10,37,0,14,87,24,259,4,1,3286,52,26,381,66,188,1753,819,448,78,,50,62,258,2632,1674,42,1632,0,824,13,122,
Dec-1992,7103,28,15,1,6,0,5,674,53,9,146,19,40,0,14,86,25,277,4,1,3303,53,29,390,68,188,1751,825,440,78,,48,61,254,2658,1705,42,1662,0,816,12,126,
Jan-1993,6961,27,16,1,5,0,5,629,48,8,131,12,38,0,14,86,22,265,4,1,3282,52,28,381,66,189,1747,819,435,79,,47,62,247,2588,1654,40,1614,0,804,8,121,
Feb-1993,6943,26,14,1,5,0,6,628,46,7,128,16,39,0,14,87,22,265,4,1,3289,51,28,385,66,191,1744,822,427,81,,48,62,236,2573,1628,39,1589,0,807,6,132,
Mar-1993,6974,26,14,1,6,0,6,658,50,4,140,13,39,0,14,87,24,282,4,1,3263,49,28,386,65,191,1736,810,441,83,,48,63,247,2585,1639,40,1599,0,803,6,137,
Apr-1993,6881,28,15,1,6,0,6,661,49,13,142,17,39,0,14,85,24,273,4,1,3250,49,28,384,64,188,1723,813,428,75,,48,63,243,2514,1587,39,1548,0,792,6,129,
May-1993,6847,27,15,1,5,0,6,622,47,7,133,11,37,0,14,85,21,261,4,1,3239,48,28,386,60,180,1704,833,442,93,,48,59,242,2516,1568,39,1529,0,804,5,139,
Jun-1993,6795,27,15,1,6,0,5,648,47,5,140,16,38,0,14,86,24,272,4,1,3230,49,27,384,61,186,1691,833,433,79,,48,61,246,2456,1520,39,1481,0,789,5,142,
Jul-1993,6688,27,15,1,5,0,6,651,47,8,157,10,37,0,13,85,22,267,4,1,3193,50,27,378,62,184,1668,823,426,78,,47,59,241,2392,1441,37,1405,0,802,5,143,
Aug-1993,6758,28,16,1,6,0,6,628,49,8,133,14,38,0,13,83,21,262,4,1,3198,53,27,379,59,184,1673,823,423,78,,49,58,238,2481,1528,33,1495,0,807,4,141,
Sep-1993,6712,29,16,1,6,0,6,633,50,8,136,14,35,0,13,85,24,263,4,1,3200,54,28,374,62,184,1667,831,422,78,,48,58,238,2428,1471,36,1435,0,807,4,145,
Oct-1993,6839,28,16,1,6,0,6,620,45,8,129,9,40,0,14,85,23,261,4,1,3200,54,27,376,59,188,1669,829,421,78,,48,58,236,2569,1610,37,1573,0,810,4,144,
Nov-1993,6912,28,16,1,6,0,6,620,49,7,132,10,41,0,13,83,22,259,4,1,3214,53,28,374,59,192,1673,835,418,82,,47,57,232,2631,1670,38,1633,0,808,4,148,
Dec-1993,6858,27,16,1,5,0,5,594,45,7,130,9,33,0,12,80,23,248,4,1,3195,52,25,373,60,193,1663,829,422,81,,47,58,236,2620,1671,39,1632,0,803,4,142,
Jan-1994,6817,25,16,1,6,0,3,584,41,6,126,10,35,0,12,76,18,255,4,1,3201,51,27,354,58,187,1669,854,415,77,,46,57,235,2591,1658,39,1619,0,785,5,143,
Feb-1994,6770,30,17,1,7,0,6,604,48,8,125,15,35,0,12,76,24,254,4,1,3187,49,26,352,58,187,1663,852,418,82,,44,58,234,2532,1597,40,1557,0,785,4,146,
Mar-1994,6746,29,16,1,7,0,5,613,52,9,133,2,35,0,12,76,28,263,4,1,3190,49,28,354,57,188,1660,852,414,82,,46,59,228,2500,1583,41,1542,0,782,4,131,
Apr-1994,6612,31,17,1,7,0,6,601,49,7,126,19,33,0,11,76,25,249,4,1,3154,50,29,350,53,183,1646,842,407,79,,45,58,225,2419,1504,43,1461,0,787,4,123,
May-1994,6688,31,17,1,7,0,6,606,48,7,131,12,34,0,12,77,24,256,4,1,3133,52,29,346,54,180,1634,839,408,83,,44,57,224,2511,1578,43,1535,0,787,4,142,
Jun-1994,6611,31,16,1,8,0,6,604,48,8,130,11,33,0,12,76,26,256,4,1,3120,51,25,343,55,177,1611,858,402,79,,44,56,223,2454,1517,43,1474,0,783,5,148,
Jul-1994,6501,29,17,1,7,0,5,578,46,7,128,9,33,0,12,75,23,241,4,1,3070,50,24,340,54,177,1596,828,368,77,,45,56,189,2455,1495,43,1452,0,782,5,173,
Aug-1994,6544,29,16,1,7,0,5,589,47,8,129,11,33,0,11,75,24,244,4,1,3101,50,25,346,55,178,1592,855,375,77,,45,56,198,2450,1500,44,1456,0,777,5,168,
Sep-1994,6609,30,16,1,7,0,6,584,47,8,128,9,33,0,12,75,23,244,4,1,3121,49,27,344,55,178,1589,879,401,77,,46,57,221,2473,1514,46,1469,0,782,5,172,
Oct-1994,6658,30,17,1,7,0,6,572,45,6,126,10,32,0,11,75,23,238,4,1,3089,48,24,340,53,174,1577,874,394,75,,47,56,217,2572,1604,43,1561,0,785,4,179,
Nov-1994,6628,31,17,1,7,0,5,587,46,8,127,16,33,0,11,75,24,242,4,1,3134,52,26,345,54,176,1592,888,391,75,,46,55,214,2486,1518,44,1474,0,782,4,181,
Dec-1994,6760,30,17,1,7,0,5,584,46,2,127,8,34,0,11,75,25,250,4,1,3146,52,25,344,55,180,1595,897,388,78,,46,56,209,2612,1636,44,1592,0,788,4,184,
Jan-1995,6682,27,17,1,5,0,5,578,45,13,123,11,31,0,11,78,22,239,4,1,3143,52,23,342,54,172,1582,917,401,83,,46,56,217,2533,1575,42,1532,0,763,4,191,
Feb-1995,6794,28,17,1,5,0,6,596,44,7,128,14,33,0,11,78,23,252,4,1,3165,52,23,343,54,176,1578,938,466,83,,46,55,281,2540,1578,42,1536,0,760,4,198,
Mar-1995,6600,30,17,1,6,0,6,584,47,7,124,7,33,0,11,80,25,245,4,1,3113,52,23,333,54,176,1562,913,391,83,,46,56,206,2482,1525,42,1482,0,755,4,199,
Apr-1995,6604,29,17,1,5,0,6,581,45,7,121,11,32,0,11,84,23,242,4,1,3136,52,23,327,55,176,1557,947,392,81,,46,58,208,2465,1511,42,1469,0,763,4,188,
May-1995,6629,29,16,1,6,0,6,570,44,7,118,9,32,0,10,81,24,239,4,1,3167,53,23,329,54,180,1539,988,388,78,,45,56,209,2476,1518,40,1477,0,766,4,188,
Jun-1995,6579,29,16,1,6,0,6,577,45,7,121,14,31,0,10,78,24,242,4,1,3131,50,22,335,58,178,1520,968,387,72,,45,53,216,2454,1484,40,1443,0,764,4,203,
Jul-1995,6449,27,15,1,5,0,5,548,44,7,116,4,31,0,10,78,21,233,3,1,3131,52,28,332,53,178,1506,982,383,73,,45,53,212,2360,1401,44,1358,0,759,4,196,
Aug-1995,6447,26,15,1,5,0,5,574,45,7,121,10,32,0,10,80,23,239,4,1,3065,50,25,329,54,182,1504,921,378,73,,45,52,208,2404,1432,45,1387,0,765,4,204,
Sep-1995,6416,27,15,1,6,0,5,562,45,7,117,12,31,0,10,81,22,232,4,1,3103,52,24,332,54,174,1504,964,385,73,,46,54,213,2339,1377,44,1334,0,766,3,191,
Oct-1995,6421,25,14,1,6,0,5,564,44,7,116,9,29,0,10,81,23,240,4,1,3003,50,25,339,55,174,1520,840,381,71,,45,55,210,2447,1475,43,1432,0,771,3,198,
Nov-1995,6585,25,15,1,5,0,4,571,44,7,117,10,29,0,10,82,22,243,4,1,3159,51,26,349,55,177,1524,976,384,76,,44,55,209,2447,1472,43,1429,0,770,3,201,
Dec-1995,6530,24,15,1,4,0,5,548,41,7,116,4,30,0,10,82,20,232,3,1,3133,50,26,350,55,177,1508,967,383,75,,44,54,210,2442,1466,41,1425,0,770,3,202,
Jan-1996,6495,23,14,1,4,0,4,558,40,7,112,11,31,0,10,83,22,240,3,1,3145,47,28,333,53,177,1507,1000,370,70,,41,54,205,2399,1444,45,1400,0,766,3,186,
Feb-1996,6577,23,13,1,4,0,4,565,38,7,117,14,30,0,10,83,23,238,3,1,3166,45,26,358,52,177,1502,1006,375,71,,43,54,208,2448,1482,42,1440,0,767,3,195,
Mar-1996,6571,25,15,1,4,0,5,559,44,7,110,3,31,0,10,86,23,240,4,1,3197,48,26,372,55,179,1521,995,364,69,,44,53,199,2426,1454,42,1413,0,773,3,196,
Apr-1996,6444,29,18,1,5,0,5,587,42,7,118,16,30,0,10,87,26,245,4,1,3147,48,26,356,54,177,1513,972,366,71,,44,53,198,2315,1367,41,1326,0,758,3,186,
May-1996,6394,29,18,1,5,0,5,566,42,6,117,9,30,0,10,87,23,237,3,1,3150,47,26,360,52,171,1497,997,357,67,,44,52,193,2292,1341,41,1300,0,776,3,172,
Jun-1996,6458,29,18,1,5,0,5,559,43,6,114,9,29,0,10,89,20,233,3,1,3129,46,25,363,51,174,1480,989,359,69,,44,52,195,2383,1419,40,1379,0,777,3,183,
Jul-1996,6338,29,19,1,5,0,5,562,42,7,115,13,29,0,10,91,21,228,3,1,3125,45,24,358,52,177,1466,1003,359,69,,45,52,193,2264,1317,40,1277,0,770,3,174,
Aug-1996,6360,28,18,1,5,0,4,551,45,7,113,0,28,0,10,91,21,231,3,1,3141,47,22,363,52,184,1458,1015,367,65,,45,53,204,2273,1327,38,1289,0,777,3,166,
Sep-1996,6482,28,18,1,5,0,4,569,46,7,114,15,31,0,10,92,23,227,3,1,3167,45,23,371,53,171,1468,1036,372,68,,45,54,205,2346,1401,38,1363,0,774,3,168,
Oct-1996,6481,28,17,1,5,0,5,569,44,7,114,9,29,0,10,93,24,234,3,1,3203,46,22,371,56,177,1473,1058,363,68,,43,55,197,2318,1379,38,1341,0,771,3,165,
Nov-1996,6476,28,18,1,5,0,5,534,43,7,110,9,29,0,10,89,22,211,3,1,3199,44,21,363,55,176,1460,1079,366,65,,42,54,205,2348,1403,37,1366,0,779,3,163,
Dec-1996,6506,28,18,1,5,0,4,564,40,7,117,9,28,0,9,88,23,236,3,1,3226,43,20,363,54,174,1471,1100,363,65,,43,51,204,2326,1392,37,1355,0,770,3,161,
Jan-1997,6402,28,18,1,4,0,4,555,40,6,112,9,36,0,9,89,24,226,3,1,3166,42,23,353,53,192,1456,1046,359,70,,43,52,194,2295,1380,35,1344,0,758,3,154,
Feb-1997,6514,27,18,1,4,0,4,561,43,7,113,5,29,0,9,93,24,231,4,1,3259,42,25,370,55,197,1491,1078,366,72,,44,53,196,2302,1384,39,1345,0,762,3,153,
Mar-1997,6452,27,18,1,4,0,4,570,45,6,118,8,22,0,9,92,24,240,4,1,3233,42,25,365,55,195,1479,1073,365,73,,44,52,195,2258,1331,36,1295,0,770,3,154,
Apr-1997,6441,27,18,1,4,0,4,554,43,7,117,11,15,0,9,94,24,229,4,1,3249,41,22,376,56,197,1482,1075,356,73,,42,49,192,2255,1330,34,1296,0,775,3,146,
May-1997,6474,25,17,1,3,0,4,587,43,7,113,9,41,0,9,99,24,237,4,1,3266,41,24,375,56,196,1472,1102,360,69,,42,53,196,2236,1303,34,1270,0,771,3,158,
Jun-1997,6442,26,18,1,3,0,4,570,44,5,114,10,27,0,9,99,24,233,4,1,3284,41,24,369,56,178,1471,1145,358,71,,42,52,193,2204,1260,33,1227,0,781,3,160,
Jul-1997,6409,24,16,1,4,0,4,575,45,8,114,9,29,0,9,99,24,232,4,1,3270,40,24,367,62,191,1461,1125,358,68,,43,53,193,2183,1238,33,1205,0,785,3,157,
Aug-1997,6347,26,17,1,3,0,4,551,46,6,105,5,26,0,9,100,24,224,4,1,3266,39,25,364,59,192,1452,1135,354,68,,44,52,190,2151,1200,33,1168,0,792,3,156,
Sep-1997,6486,26,17,1,4,0,4,566,47,7,110,9,30,0,9,101,24,224,4,1,3319,41,21,373,58,190,1466,1170,350,69,,39,53,189,2224,1276,31,1245,0,792,3,153,
Oct-1997,6467,25,17,1,3,0,4,538,45,7,86,10,26,0,9,103,24,223,4,1,3338,41,21,370,62,190,1469,1185,354,66,,43,55,190,2212,1286,32,1255,0,796,2,127,
Nov-1997,6459,25,17,1,3,0,4,526,46,6,94,9,11,0,9,104,24,219,4,1,3353,41,21,365,59,190,1482,1195,354,69,,43,56,186,2201,1278,32,1246,0,796,2,125,
Dec-1997,6531,26,18,1,3,0,4,567,43,7,114,4,37,0,9,103,24,221,4,1,3352,39,21,364,59,187,1462,1220,362,74,,43,54,192,2224,1290,32,1258,0,794,2,137,
Jan-1998,6541,27,17,1,5,0,4,558,42,6,114,13,28,0,9,101,20,220,4,1,3434,38,24,362,64,221,1481,1245,356,66,,45,54,192,2165,1229,33,1196,0,794,2,140,
Feb-1998,6476,26,18,1,4,0,4,554,40,7,114,4,29,0,10,97,21,228,4,1,3414,37,24,401,65,195,1475,1217,342,67,,45,55,175,2139,1238,32,1206,0,764,2,135,
Mar-1998,6408,25,15,1,5,0,4,503,38,6,77,10,25,0,9,98,21,214,3,1,3406,36,24,364,66,213,1456,1246,345,66,,45,55,178,2130,1221,32,1189,0,777,2,129,
Apr-1998,6483,27,16,1,6,0,4,551,39,6,108,8,27,0,9,101,20,227,4,1,3444,35,24,379,64,209,1434,1300,352,64,,48,54,186,2110,1200,32,1169,0,786,2,121,
May-1998,6347,27,17,1,5,0,4,532,37,6,99,7,27,0,9,100,17,224,3,1,3374,32,22,365,62,201,1410,1281,324,63,,48,50,164,2090,1173,32,1141,0,785,2,130,
Jun-1998,6267,28,18,1,6,0,4,507,37,6,92,8,23,0,9,99,17,211,3,1,3343,34,21,376,66,195,1387,1264,343,61,,46,54,182,2046,1135,34,1101,0,781,2,128,
Jul-1998,6194,27,17,1,6,0,4,517,37,6,101,7,25,0,8,96,18,214,3,1,3253,33,22,359,61,184,1346,1248,334,59,,45,52,178,2063,1155,33,1123,0,778,2,127,
Aug-1998,6203,26,16,1,5,0,4,508,36,6,99,7,23,0,8,96,16,212,3,1,3294,34,22,359,59,176,1347,1297,332,60,,45,52,175,2044,1133,32,1100,0,783,3,125,
Sep-1998,5789,26,14,1,6,0,5,500,37,6,89,7,22,0,8,95,20,210,3,1,2942,32,21,371,55,186,1340,938,334,60,,45,54,175,1988,1093,33,1061,0,771,2,121,
Oct-1998,6143,26,15,1,6,0,4,498,36,6,99,8,23,0,8,96,15,202,3,1,3217,33,21,358,54,198,1328,1225,323,54,,41,52,176,2079,1197,32,1164,0,758,2,122,
Nov-1998,6140,26,16,1,6,0,4,486,37,6,91,7,21,0,8,96,17,200,3,1,3223,32,20,368,55,200,1324,1223,332,57,,44,51,180,2073,1168,32,1136,0,782,2,121,
Dec-1998,6043,27,18,1,5,0,4,465,36,5,87,7,22,0,7,93,15,189,3,1,3180,32,19,355,53,200,1272,1249,323,60,,44,49,170,2048,1160,32,1128,0,765,2,121,
Jan-1999,5963,23,15,0,4,0,4,445,32,5,66,6,23,0,7,91,15,195,3,1,3137,32,20,337,47,175,1264,1261,314,54,,40,48,172,2045,1164,32,1132,0,756,2,122,
Feb-1999,5966,22,14,0,4,0,4,478,37,5,84,7,24,0,7,91,18,202,3,1,3167,32,20,366,48,177,1266,1259,313,52,,44,47,169,1985,1104,31,1073,0,759,2,121,
Mar-1999,5883,22,13,1,4,0,4,450,33,6,61,7,22,0,7,91,18,202,3,1,3095,31,19,325,48,179,1244,1248,309,54,,38,47,171,2006,1134,30,1103,0,752,2,118,
Apr-1999,5887,23,13,1,4,0,4,466,35,6,75,7,22,0,7,91,18,200,3,1,3174,29,19,338,48,181,1235,1323,306,49,,41,46,169,1919,1056,30,1025,0,747,2,114,
May-1999,5875,20,12,1,4,0,4,451,32,5,71,7,21,0,7,91,16,196,3,1,3162,30,19,326,49,179,1231,1328,304,49,,42,45,168,1939,1088,30,1058,0,735,2,113,
Jun-1999,5760,21,12,1,4,0,4,458,33,6,79,8,22,0,7,91,16,192,3,1,3164,30,19,335,47,177,1205,1352,304,51,,42,44,166,1813,967,30,938,0,736,2,107,
Jul-1999,5798,22,14,1,4,0,4,447,32,5,77,8,21,0,7,90,17,187,3,1,3190,31,19,322,47,176,1206,1389,300,49,,41,44,165,1839,990,29,961,0,741,2,106,
