Sourcekey,MCRFPUS2,MCRFPP12,MCRFPFL2,MCRFPNY2,MCRFPPA2,MCRFPVA2,MCRFPWV2,MCRFPP22,MCRFPIL2,MCRFPIN2,MCRFPKS2,MCRFPKY2,MCRFP_SMI_2,MCRFPMO2,MCRFPNE2,MCRFPND2,MCRFPOH2,MCRFPOK2,MCRFPSD2,MCRFPTN2,MCRFPP32,MCRFPAL2,MCRFPAR2,MCRFPLA2,MCRFPMS2,MCRFPNM2,MCRFPTX2,MCRFP3FM2,MCRFPP42,MCRFPCO2,M_EPC0_FPF_SID_MBBLD,MCRFPMT2,MCRFPUT2,MCRFPWY2,MCRFPP52,MCRFPAK2,MCRFPAKS2,MANFPAK2,MCRFPAZ2,MCRFPCA2,MCRFPNV2,MCRFP5F2,
Date,U.S. Field Production of Crude Oil (Thousand Barrels per Day),East Coast (PADD 1) Field Production of Crude Oil (Thousand Barrels per Day),Florida Field Production of Crude Oil (Thousand Barrels per Day),New York Field Production of Crude Oil (Thousand Barrels per Day),Pennsylvania Field Production of Crude Oil (Thousand Barrels per Day),Virginia Field Production of Crude Oil (Thousand Barrels per Day),West Virginia Field Production of Crude Oil (Thousand Barrels per Day),Midwest (PADD 2) Field Production of Crude Oil (Thousand Barrels per Day),Illinois Field Production of Crude Oil (Thousand Barrels per Day),Indiana Field Production of Crude Oil (Thousand Barrels per Day),Kansas Field Production of Crude Oil (Thousand Barrels per Day),Kentucky Field Production of Crude Oil (Thousand Barrels per Day),Michigan Field Production of Crude Oil (Thousand Barrels per Day),Missouri Field Production of Crude Oil (Thousand Barrels per Day),Nebraska Field Production of Crude Oil (Thousand Barrels per Day),North Dakota Field Production of Crude Oil (Thousand Barrels per Day),Ohio Field Production of Crude Oil (Thousand Barrels per Day),Oklahoma Field Production of Crude Oil (Thousand Barrels per Day),South Dakota Field Production of Crude Oil (Thousand Barrels per Day),Tennessee Field Production of Crude Oil (Thousand Barrels per Day),Gulf Coast (PADD 3) Field Production of Crude Oil (Thousand Barrels per Day),Alabama Field Production of Crude Oil (Thousand Barrels per Day),Arkansas Field Production of Crude Oil (Thousand Barrels per Day),Louisiana Field Production of Crude Oil (Thousand Barrels per Day),Mississippi Field Production of Crude Oil (Thousand Barrels per Day),New Mexico Field Production of Crude Oil (Thousand Barrels per Day),Texas Field Production of Crude Oil (Thousand Barrels per Day),Federal Offshore--Gulf of Mexico Field Production of Crude Oil (Thousand Barrels per Day),Rocky Mountain (PADD 4) Field Production of Crude Oil (Thousand Barrels per Day),Colorado Field Production of Crude Oil (Thousand Barrels per Day),Idaho Field Production of Crude Oil (Thousand Barrels per Day),Montana Field Production of Crude Oil (Thousand Barrels per Day),Utah Field Production of Crude Oil (Thousand Barrels per Day),Wyoming Field Production of Crude Oil (Thousand Barrels per Day),West Coast (PADD 5) Field Production of Crude Oil (Thousand Barrels per Day),Alaska Field Production of Crude Oil (Thousand Barrels per Day),Alaska South Field Production of Crude Oil (Thousand Barrels per Day),Alaska North Slope Crude Oil Production (Thousand Barrels per Day),Arizona Field Production of Crude Oil (Thousand Barrels per Day),California Field Production of Crude Oil (Thousand Barrels per Day),Nevada Field Production of Crude Oil (Thousand Barrels per Day),Federal Offshore PADD 5 Field Production of Crude Oil (Thousand Barrels per Day),
Aug-1999,5780,23,14,1,4,0,4,463,33,6,92,8,20,0,7,88,16,189,3,1,3152,29,19,319,48,178,1197,1362,302,50,,42,44,167,1840,1011,29,982,0,727,2,101,
Sep-1999,5804,22,13,1,4,0,4,465,33,6,90,9,21,0,7,88,16,189,3,1,3218,29,20,328,52,178,1215,1396,303,49,,42,43,169,1796,933,28,905,0,757,2,104,
Oct-1999,5947,22,14,1,4,0,4,451,30,4,89,8,20,0,8,90,15,183,3,1,3243,31,20,316,50,173,1229,1423,298,50,,41,42,165,1933,1068,30,1038,0,759,2,104,
Nov-1999,5960,23,14,1,4,0,4,468,34,6,87,8,21,0,8,89,16,194,3,1,3287,30,20,325,54,172,1239,1446,297,49,,38,42,167,1886,1023,31,993,0,759,2,102,
Dec-1999,5959,22,13,1,4,0,4,461,31,6,86,8,20,0,8,90,15,192,3,1,3278,30,20,312,52,172,1241,1451,294,50,,39,42,163,1905,1058,30,1028,0,750,2,94,
Jan-2000,5784,20,12,1,4,0,4,463,32,6,99,4,16,0,8,89,16,189,3,1,3141,30,19,295,51,189,1234,1324,306,53,,42,44,167,1855,1024,30,994,0,735,2,93,
Feb-2000,5852,19,12,1,4,0,3,479,35,6,97,9,5,0,8,91,17,207,3,1,3183,30,20,296,51,190,1242,1354,306,52,,43,44,168,1864,1031,31,1001,0,736,2,95,
Mar-2000,5918,21,12,1,5,0,4,492,33,6,92,13,26,0,8,91,21,197,3,1,3250,30,20,296,54,187,1234,1428,306,52,,43,43,168,1849,1013,27,986,0,738,2,97,
Apr-2000,5854,21,13,1,4,0,4,476,34,6,95,10,17,0,8,91,17,195,3,1,3205,30,20,293,54,188,1228,1392,303,51,,43,43,167,1849,1008,30,978,0,741,2,98,
May-2000,5847,22,13,1,4,0,4,482,33,6,96,8,26,0,8,90,18,193,3,1,3228,29,20,288,55,188,1213,1433,303,51,,43,42,168,1811,966,29,936,0,745,2,99,
Jun-2000,5823,22,13,1,4,0,4,486,35,6,97,12,25,0,8,90,18,191,3,1,3245,29,19,286,57,184,1208,1462,304,50,,44,44,167,1766,925,29,896,0,741,2,98,
Jul-2000,5739,21,13,1,4,0,4,470,34,6,91,8,25,0,8,89,16,189,3,1,3196,28,19,284,55,182,1197,1430,299,50,,42,43,164,1754,913,28,884,0,741,2,99,
Aug-2000,5789,22,13,1,4,0,4,495,33,6,105,10,39,0,8,88,18,184,3,1,3228,28,19,290,55,179,1199,1460,297,50,,41,42,164,1747,914,28,886,0,735,2,95,
Sep-2000,5758,22,13,1,4,0,4,487,33,6,91,12,23,0,8,89,19,201,3,1,3222,28,19,282,55,180,1196,1462,298,50,,41,42,165,1729,892,27,865,0,743,2,92,
Oct-2000,5809,22,13,1,4,0,4,458,33,6,88,9,18,0,8,90,20,180,3,1,3222,27,20,282,56,177,1194,1466,299,50,,42,41,166,1808,966,29,936,0,750,2,91,
Nov-2000,5833,21,13,1,4,0,4,466,33,6,87,6,29,0,8,88,19,187,3,1,3220,27,19,278,54,179,1195,1468,298,49,,42,42,165,1826,986,29,956,0,746,2,94,
Dec-2000,5855,20,13,0,4,0,3,450,33,5,91,12,10,0,8,88,15,183,3,1,3240,27,20,287,54,180,1199,1472,295,49,,41,42,163,1850,1010,29,981,0,740,2,98,
Jan-2001,5799,22,14,0,5,0,3,454,27,5,93,7,17,0,8,89,18,186,3,1,3248,27,21,281,54,187,1194,1484,293,48,,43,41,161,1782,980,28,952,0,715,2,85,
Feb-2001,5780,21,13,0,4,0,3,457,28,6,90,8,17,0,8,89,18,190,3,1,3215,26,22,296,55,192,1188,1436,291,46,,43,42,161,1796,977,27,950,0,725,2,92,
Mar-2001,5880,21,13,0,4,0,3,478,28,6,100,9,16,0,8,88,17,201,3,1,3262,26,21,291,56,187,1181,1500,293,46,,43,43,160,1827,1009,29,980,0,724,2,93,
Apr-2001,5863,21,13,0,5,0,3,471,28,6,96,9,16,0,8,88,17,198,3,1,3287,26,22,294,59,190,1182,1514,292,46,,43,43,160,1791,986,28,958,0,723,2,80,
May-2001,5829,22,13,0,5,0,4,461,29,6,93,9,16,0,8,88,17,190,3,1,3302,26,21,296,55,189,1168,1547,291,46,,43,43,159,1753,957,31,926,0,709,2,86,
Jun-2001,5766,21,12,1,5,0,3,465,27,4,95,8,21,0,8,86,17,194,3,1,3265,25,21,293,52,184,1154,1537,287,45,,43,43,156,1728,935,30,905,0,713,2,78,
Jul-2001,5749,20,11,1,4,0,3,449,27,6,91,8,21,0,8,86,16,182,4,1,3273,25,21,292,51,182,1153,1547,286,45,,43,42,156,1721,927,35,891,0,715,2,78,
Aug-2001,5725,20,12,0,5,0,4,451,28,6,94,8,19,0,8,86,17,179,4,1,3239,25,21,282,50,186,1149,1525,284,45,,45,41,154,1731,928,35,893,0,713,2,87,
Sep-2001,5709,20,12,0,4,0,3,445,26,5,89,7,21,0,8,86,15,183,4,1,3263,26,20,279,51,185,1138,1563,288,44,,45,41,157,1693,892,34,858,0,713,2,87,
Oct-2001,5746,20,11,0,5,0,4,465,28,6,95,8,27,0,8,86,16,186,3,1,3295,25,20,277,55,188,1154,1574,286,44,,45,41,156,1681,895,34,861,0,703,2,81,
Nov-2001,5881,19,11,0,4,0,3,455,27,6,90,8,26,0,8,85,16,183,3,1,3298,25,21,285,50,185,1142,1590,285,44,,45,41,155,1825,1023,34,989,0,712,2,88,
Dec-2001,5887,18,11,0,4,0,3,448,27,6,89,7,25,0,8,85,16,182,3,1,3300,24,19,274,53,181,1149,1600,281,44,,43,41,154,1841,1046,34,1012,0,707,2,87,
Jan-2002,5873,22,11,0,6,0,4,447,28,6,89,7,20,0,8,85,15,186,3,1,3277,24,20,264,55,187,1144,1582,295,56,,47,40,152,1832,1036,34,1002,0,703,2,92,
Feb-2002,5881,22,11,0,6,0,4,443,28,5,94,5,20,0,8,86,15,179,3,1,3289,25,20,271,56,187,1141,1589,294,56,,46,40,151,1832,1031,32,999,0,710,2,90,
Mar-2002,5886,23,11,0,6,0,4,446,26,5,89,10,19,0,8,85,15,185,3,1,3272,25,20,269,54,184,1126,1595,291,56,,46,39,149,1855,1036,31,1005,0,727,2,90,
Apr-2002,5844,20,9,0,6,0,4,458,29,6,95,7,19,0,8,84,15,190,3,1,3267,25,20,266,54,188,1122,1593,293,57,,46,38,152,1807,1009,33,976,0,710,1,86,
May-2002,5905,21,10,0,6,0,4,456,30,5,94,8,20,0,8,84,15,188,3,1,3339,24,20,269,55,187,1116,1669,291,56,,46,38,151,1798,1002,33,970,0,713,2,82,
Jun-2002,5884,21,10,0,6,0,4,450,32,5,90,8,20,0,8,83,15,184,3,1,3315,24,20,266,54,182,1099,1669,288,55,,46,37,150,1811,1019,32,987,0,705,2,86,
Jul-2002,5751,21,9,0,6,0,5,453,34,6,94,7,19,0,7,83,15,182,3,1,3269,24,20,257,54,181,1093,1641,285,54,,46,37,148,1722,931,32,900,0,701,2,88,
Aug-2002,5796,20,10,0,6,0,4,450,31,5,92,8,19,0,8,85,15,181,3,1,3274,24,20,259,52,179,1096,1645,288,55,,47,37,149,1763,965,30,934,0,706,2,91,
Sep-2002,5411,21,10,1,6,0,4,441,30,5,91,5,19,0,8,85,15,179,3,1,2977,23,20,237,51,189,1097,1361,290,57,,47,36,150,1682,886,30,856,0,705,2,90,
Oct-2002,5358,21,10,0,6,0,5,439,32,6,86,8,18,0,8,84,15,177,3,1,2829,23,20,212,51,184,1096,1243,291,57,,47,37,150,1778,983,30,954,0,706,1,88,
Nov-2002,5624,19,9,0,6,0,4,457,34,5,94,10,18,0,8,84,15,183,3,1,3157,23,20,249,51,188,1108,1518,291,57,,48,37,149,1699,908,28,879,0,702,1,88,
Dec-2002,5722,20,10,0,6,0,3,439,30,5,90,7,25,0,8,83,15,170,3,1,3183,22,20,248,51,187,1105,1550,292,59,,48,36,149,1788,1011,27,984,0,691,1,85,
Jan-2003,5755,20,9,0,7,0,4,454,32,5,94,5,18,0,8,82,16,188,4,1,3219,23,20,248,54,184,1108,1582,294,58,,49,37,150,1768,984,29,955,0,699,1,84,
Feb-2003,5783,19,8,0,7,0,3,433,31,5,90,6,18,0,8,83,16,171,3,1,3242,23,20,253,53,183,1109,1600,295,58,,50,37,149,1795,1015,30,985,0,693,1,85,
Mar-2003,5803,19,9,0,7,0,3,451,33,5,94,5,18,0,8,82,16,186,3,1,3255,22,21,256,55,184,1115,1602,290,57,,50,37,146,1789,1022,28,994,0,688,1,78,
Apr-2003,5726,22,9,0,7,0,6,457,33,5,94,12,18,0,8,80,16,187,3,1,3216,21,20,256,56,181,1109,1571,292,59,,51,36,147,1739,971,28,942,0,684,1,83,
May-2003,5663,19,8,0,7,0,4,441,32,5,93,8,18,0,8,79,16,179,3,1,3156,20,20,254,54,181,1098,1530,292,58,,51,36,147,1754,990,29,961,0,679,1,84,
Jun-2003,5659,21,9,0,7,0,4,440,32,5,93,7,17,0,8,80,16,178,3,1,3151,21,20,250,51,181,1085,1543,290,59,,51,36,144,1757,991,28,963,0,678,1,86,
Jul-2003,5498,21,9,0,7,0,4,441,33,5,94,7,17,0,7,80,16,177,3,1,3061,20,20,243,51,182,1083,1462,289,58,,52,36,144,1686,927,27,899,0,674,1,85,
Aug-2003,5574,19,8,0,7,0,4,431,32,5,91,7,17,0,8,80,16,172,3,1,3131,22,20,244,50,181,1082,1533,290,58,,54,35,143,1703,945,27,918,0,674,1,83,
Sep-2003,5609,21,9,0,7,0,4,436,31,5,94,6,17,0,7,81,16,174,3,1,3133,22,20,243,51,182,1095,1520,296,61,,55,35,145,1723,964,26,937,0,676,1,82,
Oct-2003,5614,21,9,0,7,0,4,437,32,5,96,8,16,0,7,79,16,174,4,1,3141,22,20,239,53,182,1099,1526,297,60,,58,35,144,1718,967,26,942,0,677,1,72,
Nov-2003,5547,20,9,0,7,0,4,425,30,5,90,8,16,0,7,80,16,168,4,1,3091,22,18,238,53,184,1095,1481,295,59,,59,36,142,1716,963,25,938,0,670,1,81,
Dec-2003,5571,21,9,0,7,0,4,444,33,5,93,4,24,0,7,81,16,177,4,1,3108,22,18,236,52,184,1096,1500,298,61,,59,36,142,1700,956,25,930,0,666,1,78,
Jan-2004,5585,20,9,0,7,0,4,429,28,4,92,9,15,0,7,79,16,174,4,1,3126,21,19,232,53,186,1090,1525,294,59,,58,37,140,1716,976,25,951,0,659,1,79,
Feb-2004,5572,21,9,0,7,0,5,424,29,5,90,5,16,0,7,80,16,173,4,1,3154,21,19,234,52,182,1093,1553,297,61,,58,38,140,1675,933,25,909,0,665,1,76,
Mar-2004,5617,20,8,0,7,0,5,444,31,5,97,6,16,0,7,82,16,180,4,1,3131,22,20,239,52,181,1089,1528,304,63,,62,38,141,1718,979,24,955,0,659,1,79,
Apr-2004,5560,20,9,0,7,0,5,440,31,5,93,8,16,0,7,83,16,177,4,1,3103,21,19,235,53,179,1082,1513,306,63,,63,39,140,1691,950,24,926,0,659,1,80,
May-2004,5556,21,8,0,7,0,5,441,30,5,93,7,15,0,7,84,16,180,4,1,3103,20,19,234,52,179,1072,1528,307,63,,65,40,140,1684,942,24,918,0,662,1,78,
Jun-2004,5407,20,8,0,7,0,5,431,30,5,94,7,16,0,7,84,16,166,4,1,2988,21,18,230,51,175,1057,1437,313,63,,69,39,142,1655,919,23,896,0,659,1,76,
Jul-2004,5484,19,8,0,7,0,5,434,30,5,90,7,16,0,7,84,16,175,4,1,3182,20,18,231,51,173,1057,1632,310,61,,68,40,141,1539,811,22,789,0,653,1,74,
Aug-2004,5325,19,7,1,7,0,5,441,30,5,95,5,16,0,7,86,16,177,4,1,3123,21,20,231,52,173,1059,1567,315,62,,69,41,144,1426,701,22,679,0,651,1,72,
Sep-2004,5081,16,4,1,7,0,5,444,31,5,93,8,16,0,7,87,16,176,4,1,2704,14,18,204,51,172,1067,1177,320,61,,73,42,144,1597,869,21,848,0,652,1,75,
Oct-2004,5170,20,8,1,7,0,5,439,30,5,91,8,15,0,7,88,16,174,4,1,2735,21,17,214,54,172,1067,1189,321,61,,74,43,144,1655,935,20,915,0,650,1,68,
Nov-2004,5423,21,9,1,7,0,5,428,31,5,89,4,16,0,7,91,16,165,4,1,2975,22,17,224,55,173,1069,1415,324,61,,76,44,144,1675,947,20,927,0,654,1,72,
Dec-2004,5510,20,9,0,7,0,4,459,30,4,94,9,22,0,7,93,16,179,4,1,3041,21,17,222,54,170,1074,1484,323,61,,76,44,142,1667,942,20,922,0,651,1,73,
Jan-2005,5446,20,9,1,7,0,4,412,26,4,83,3,15,0,7,90,16,164,4,1,3067,22,17,226,48,173,1088,1492,320,61,,76,43,140,1626,918,20,898,0,631,1,76,
Feb-2005,5501,19,8,1,7,0,4,439,28,5,92,8,15,0,7,93,16,173,4,1,3085,22,17,231,51,172,1097,1494,332,63,,83,44,142,1625,917,20,897,0,636,1,71,
Mar-2005,5601,23,8,1,7,0,8,453,30,5,94,9,15,0,7,95,16,179,3,1,3155,22,15,236,51,171,1098,1562,331,63,,84,44,140,1638,921,20,901,0,641,1,75,
Apr-2005,5563,19,8,1,7,0,4,447,29,5,94,7,15,0,7,94,16,176,4,1,3162,22,18,238,51,169,1090,1574,332,62,,87,44,139,1603,893,20,874,0,636,1,73,
May-2005,5596,20,8,1,7,0,4,436,28,5,91,4,15,0,7,93,16,172,4,1,3199,22,18,239,50,169,1079,1623,338,66,,88,45,139,1604,893,20,873,0,633,1,77,
Jun-2005,5442,19,7,1,7,0,4,421,29,5,94,9,15,0,7,96,16,145,4,1,3126,23,17,235,50,167,1070,1563,340,64,,89,46,141,1537,831,20,811,0,634,1,70,
Jul-2005,5253,16,4,1,7,0,5,443,28,5,90,8,15,0,6,98,16,173,4,1,2977,18,17,220,49,163,1061,1448,340,62,,90,45,143,1476,778,20,759,0,629,1,67,
Aug-2005,5198,18,6,1,7,0,5,418,28,5,95,5,15,0,7,100,16,142,4,1,2880,20,17,212,44,163,1065,1358,349,65,,94,46,143,1534,836,20,816,0,628,1,69,
Sep-2005,4214,19,6,1,7,0,5,456,28,5,95,9,15,0,7,101,16,175,4,1,1869,22,17,127,39,161,1038,466,352,64,,95,48,145,1519,815,20,795,0,627,1,75,
Oct-2005,4555,19,7,1,7,0,5,449,27,5,93,5,16,0,7,103,16,173,4,1,2171,22,17,152,50,169,1070,690,353,65,,97,48,143,1563,862,19,843,0,626,1,74,
Nov-2005,4857,18,6,1,7,0,4,454,27,5,93,7,16,0,6,105,16,174,4,1,2455,22,17,174,49,164,1080,951,356,66,,98,48,146,1573,872,18,854,0,626,1,74,
Dec-2005,4988,19,7,1,7,0,5,452,28,4,92,10,20,0,6,104,16,168,4,1,2638,21,16,183,49,163,1073,1133,348,62,,97,48,141,1532,836,19,818,0,624,1,70,
Jan-2006,5048,18,6,1,7,0,4,453,28,6,97,7,15,0,6,98,15,175,4,1,2728,20,16,191,49,167,1085,1200,352,63,,98,47,144,1497,832,18,814,0,603,1,61,
Feb-2006,5032,19,6,1,7,0,4,448,28,5,96,5,16,0,6,103,15,169,4,1,2700,21,16,193,44,167,1087,1171,351,65,,98,46,142,1514,821,18,803,0,623,1,69,
Mar-2006,5027,21,6,1,7,0,6,465,29,5,98,8,16,0,6,105,15,179,4,1,2742,22,16,199,46,164,1087,1208,360,68,,100,48,145,1439,752,17,735,0,616,1,70,
Apr-2006,5082,19,6,1,7,0,4,456,29,5,98,7,16,0,6,103,15,174,3,0,2759,22,16,198,48,162,1079,1234,360,67,,97,50,145,1488,800,18,783,0,611,1,75,
May-2006,5151,20,7,1,7,0,5,468,29,5,101,6,16,0,6,109,15,177,4,0,2809,21,16,200,48,164,1070,1291,361,69,,99,48,144,1493,801,17,785,0,615,1,75,
Jun-2006,5163,19,6,1,7,0,5,471,29,5,100,8,16,0,6,111,15,178,4,0,2844,21,18,203,48,162,1065,1328,358,67,,100,48,143,1470,781,17,764,0,613,1,75,
Jul-2006,5094,19,7,1,7,0,4,466,28,5,97,7,16,0,6,109,15,178,4,0,2886,21,16,205,49,160,1062,1373,362,68,,100,50,145,1361,681,17,664,0,607,1,72,
Aug-2006,5040,20,7,1,7,0,5,467,29,5,99,5,16,0,6,111,15,175,4,0,2889,20,16,205,48,148,1058,1393,364,68,,101,51,145,1301,621,17,604,0,607,1,72,
Sep-2006,5031,20,7,1,7,0,5,470,28,5,99,8,16,0,6,112,15,177,4,1,2839,20,16,204,48,164,1071,1318,367,68,,102,52,145,1335,655,17,638,0,610,1,70,
Oct-2006,5108,19,6,1,7,0,4,463,28,4,98,4,15,0,6,113,15,175,4,1,2861,20,16,202,47,163,1079,1333,368,70,,101,50,147,1399,714,17,697,0,612,1,71,
Nov-2006,5064,19,6,1,7,0,5,466,28,5,100,6,15,0,6,114,15,171,4,0,2874,20,16,210,47,169,1084,1328,367,69,,99,51,148,1338,655,17,638,0,610,1,71,
Dec-2006,5186,18,5,1,7,0,5,470,28,5,90,7,19,0,6,114,15,181,4,1,2871,20,16,212,48,165,1078,1333,360,64,,99,49,149,1467,785,16,769,0,607,1,74,
Jan-2007,5108,20,6,1,8,0,5,436,26,4,86,6,15,0,6,114,14,159,4,1,2852,20,16,210,49,162,1058,1337,353,61,0,99,47,146,1448,772,16,756,0,605,1,69,
Feb-2007,5118,20,6,1,8,0,5,456,24,4,94,5,16,0,6,116,14,172,4,1,2872,19,17,211,55,166,1078,1325,361,64,0,97,52,147,1409,753,16,737,0,590,1,65,
Mar-2007,5119,21,5,1,8,0,7,475,28,5,98,8,15,0,6,117,14,178,4,1,2834,20,17,216,62,163,1080,1276,370,71,0,97,53,148,1419,746,15,731,0,602,1,70,
Apr-2007,5180,20,6,1,8,0,6,473,26,5,103,3,15,0,6,118,14,179,4,1,2888,18,16,215,54,164,1083,1339,376,74,0,96,55,151,1423,745,16,729,0,606,1,71,
May-2007,5211,20,5,1,8,0,6,487,27,5,103,12,15,0,6,120,14,179,4,1,2890,19,17,215,53,161,1072,1353,378,74,0,97,56,150,1437,765,15,750,0,604,1,67,
Jun-2007,5075,20,5,1,8,0,6,474,26,5,100,8,15,0,6,121,14,172,4,1,2827,19,17,213,56,160,1058,1305,373,73,0,96,55,149,1382,714,15,699,0,599,1,68,
Jul-2007,5038,19,5,1,8,0,5,481,27,5,102,7,15,0,7,123,14,176,5,1,2786,20,16,210,56,158,1059,1267,368,72,0,95,54,146,1384,716,15,701,0,600,1,67,
Aug-2007,4970,19,5,1,8,0,5,488,27,5,110,8,15,0,7,124,14,173,5,1,2784,21,16,206,57,161,1064,1259,373,74,0,95,55,149,1306,644,15,629,0,593,1,67,
Sep-2007,4902,20,6,1,8,0,5,495,27,5,102,8,15,0,7,126,14,185,5,1,2716,21,16,208,58,160,1069,1184,369,72,0,94,54,149,1302,639,15,624,0,596,1,66,
Oct-2007,5022,20,6,1,8,0,5,461,27,5,108,3,16,0,7,128,14,146,6,1,2805,19,16,205,59,163,1072,1271,373,76,0,95,53,148,1362,698,14,684,0,599,1,64,
Nov-2007,5034,20,6,1,8,0,5,496,26,5,106,9,16,0,7,130,14,178,5,1,2739,19,17,211,61,165,1084,1183,373,77,0,93,54,150,1406,740,14,725,0,596,1,69,
Dec-2007,5111,21,7,1,8,0,5,483,25,5,91,10,20,0,6,135,14,171,5,1,2847,21,16,210,60,165,1087,1287,364,72,0,93,53,146,1396,735,14,720,0,594,1,67,
Jan-2008,5115,21,6,1,8,0,5,511,26,5,109,3,16,0,6,137,14,188,5,1,2862,21,17,206,58,163,1094,1304,359,73,0,90,53,143,1362,711,14,697,0,586,1,64,
Feb-2008,5148,21,6,1,8,0,6,489,24,5,105,9,18,0,6,137,14,165,5,1,2913,21,17,209,58,166,1104,1338,364,77,0,89,54,144,1362,706,13,694,0,586,1,68,
Mar-2008,5189,23,6,1,8,0,7,517,26,5,106,5,18,0,6,143,14,189,5,1,2901,21,17,211,60,166,1114,1312,371,80,0,88,57,146,1378,726,13,713,0,587,1,64,
Apr-2008,5180,22,6,1,8,0,7,530,27,5,108,7,17,0,6,150,14,191,5,1,2895,18,17,212,58,162,1113,1315,378,81,0,88,61,149,1356,701,13,688,0,591,1,63,
May-2008,5143,19,3,1,8,0,6,534,25,5,105,13,17,0,6,155,14,188,3,1,2878,21,17,212,59,162,1110,1298,373,81,0,86,60,145,1339,685,13,672,0,588,1,64,
Jun-2008,5138,20,5,1,8,0,6,536,26,5,107,5,17,0,6,165,14,186,5,1,2901,21,17,215,65,161,1097,1326,373,82,0,86,60,144,1307,655,14,641,0,583,1,67,
Jul-2008,5177,20,6,1,8,0,5,541,27,5,103,7,17,0,6,172,14,184,5,1,2957,21,17,214,60,163,1111,1372,371,81,0,84,61,145,1288,640,14,626,0,586,1,61,
Aug-2008,5003,20,5,1,8,0,6,561,26,5,110,10,17,0,7,178,14,188,5,1,2845,21,17,203,59,163,1110,1272,373,82,0,84,62,145,1205,544,14,531,0,588,1,70,
Sep-2008,3974,20,5,1,8,0,6,571,27,6,116,4,17,0,7,189,14,186,5,1,1664,21,16,113,60,157,1055,242,382,88,0,86,63,144,1337,681,13,668,0,587,1,67,
Oct-2008,4738,20,6,1,8,0,6,583,26,6,111,8,17,0,7,203,14,185,5,1,2384,21,17,186,64,169,1125,803,381,86,0,86,64,145,1369,716,12,704,0,586,1,66,
Nov-2008,5078,20,6,1,8,0,5,591,25,5,111,11,17,0,7,214,14,181,5,1,2700,22,17,198,61,171,1141,1090,386,87,0,86,66,147,1382,728,12,716,0,586,1,66,
Dec-2008,5103,19,4,1,8,0,5,567,25,5,110,4,20,0,7,201,14,176,5,1,2797,22,17,194,63,171,1134,1197,370,83,0,83,62,143,1350,702,12,690,0,579,1,68,
Jan-2009,5138,14,2,1,8,0,3,551,23,4,112,10,17,0,7,187,13,173,5,1,2873,21,16,188,62,171,1133,1281,374,85,0,81,65,144,1326,679,11,667,0,579,1,67,
Feb-2009,5236,14,2,1,8,0,3,577,25,5,112,7,18,0,7,191,13,193,5,1,2918,21,16,192,62,175,1128,1323,378,87,0,82,66,143,1349,708,11,696,0,575,1,65,
Mar-2009,5210,16,2,1,8,0,6,559,27,5,108,5,17,0,6,194,13,177,5,1,2936,20,16,190,62,173,1118,1355,372,86,0,81,65,140,1327,709,11,699,0,577,1,40,
Apr-2009,5278,15,2,1,8,0,4,568,25,5,109,3,17,0,6,196,13,188,5,1,3037,20,16,194,64,166,1110,1465,368,81,0,80,64,143,1291,653,4,648,0,573,1,63,
May-2009,5374,14,2,1,8,0,3,581,25,4,106,11,17,0,6,205,13,189,4,1,3098,20,16,191,62,167,1089,1553,368,82,0,79,65,142,1313,678,4,674,0,573,1,61,
Jun-2009,5263,17,2,1,8,0,6,589,25,5,110,5,17,0,6,214,13,188,5,1,3082,19,16,190,62,163,1071,1561,367,83,0,77,64,142,1209,571,4,567,0,572,1,65,
Jul-2009,5389,15,2,1,8,0,3,595,25,5,110,10,16,0,6,227,13,177,4,1,3240,19,16,185,63,160,1063,1735,357,81,0,75,62,138,1183,551,3,548,0,566,1,64,
Aug-2009,5406,15,2,1,8,0,4,585,25,5,106,4,16,0,6,231,13,173,4,1,3250,19,16,187,63,164,1067,1734,354,82,0,74,62,137,1202,572,6,566,0,565,1,63,
Sep-2009,5555,17,2,1,8,0,5,614,26,5,110,10,17,0,6,237,13,184,4,1,3287,19,16,191,63,165,1081,1752,358,83,0,74,61,141,1279,652,9,643,0,565,1,61,
Oct-2009,5515,14,2,1,8,0,3,599,25,5,105,7,17,0,6,239,13,175,5,1,3263,19,15,190,64,168,1081,1725,357,81,0,72,62,142,1283,659,9,649,0,560,1,63,
Nov-2009,5378,14,2,1,8,0,3,600,24,5,109,5,17,0,6,245,13,169,5,1,3118,20,15,181,65,173,1101,1563,362,85,0,71,61,145,1284,662,9,653,0,559,1,62,
Dec-2009,5438,16,2,1,8,0,5,582,25,5,102,7,19,0,6,241,13,158,4,1,3224,19,15,183,70,167,1090,1680,349,82,0,70,60,138,1267,655,10,645,0,551,1,60,
Jan-2010,5390,17,3,1,9,0,4,570,22,4,103,11,20,0,6,235,13,152,4,1,3197,18,15,174,67,170,1099,1655,353,86,0,68,59,140,1251,640,10,630,0,549,1,61,
Feb-2010,5548,18,4,1,9,0,4,630,26,5,108,5,20,0,6,260,13,182,5,1,3292,18,16,181,67,179,1121,1711,363,88,0,71,61,143,1245,635,10,625,0,549,1,60,
Mar-2010,5506,19,4,1,9,0,5,651,26,5,111,5,19,1,6,276,13,184,5,1,3202,19,16,185,66,180,1137,1600,369,88,0,70,65,146,1265,646,10,636,0,554,1,64,
